stage,textbook_index,exam_tags,level,CEFR,主題,english_word,KK音標,中譯,例句,翻譯,例句2,翻譯2,例句3,翻譯3,例句4,翻譯4,例句5,翻譯5,Year_1,Part_1,Source_1,詞性,詞性變化,片語,同義字,反義字,易混淆字,字首,字尾,字根,意思,例子,videoUrl
,,,L2,B2,,shell,/ʃaɪn/,(n.) 殼；外殼,We found a beautiful conch shell on the beach this morning.,我們今天早上在沙灘上找到一個漂亮的鸚鵡螺殼。,"Natural materials such as clay, shells, and ivory were used before trading with the Europeans in the 19th century.",19世紀與歐洲人貿易前，馬賽人使用黏土、貝殼、象牙等天然材料。,,,,,,,111,閱讀測驗-文本,Passage for 35-38,n.,"名詞
可數；複數: shells",,case; blast; plate,,,,,,,,
,,,L2,B1,,shine,/ʃɑk/,(v./n.) 發光；照耀；擦亮,The sun always shines brightest after a heavy rain.,太陽總是在一場大雨過後，照耀得最為明亮。,,,,,,,,,,,,v./n.,"動詞
過去式: shone
過去分詞: shined
現在分詞: shining
第三人稱: shines

名詞
可數；複數: shines",,strike; gleam; beam; glow,,,,,,,,
,,,L2,B1,,shock,/ʃut/,(n./v.) 震驚；休克,The news of the accident sent a shock through the entire community.,這起事故的消息震驚了整個社區。,The electrical shock burned almost half of his body and melted layers of his skin off.,電擊燒傷了他身體近一半的面積，並融化了他好幾層皮膚。,,,,,,,113,閱讀測驗-文本,Passage for 43-46,n./v.,"動詞
過去式: shocked
過去分詞: shocked
現在分詞: shocking
第三人稱: shocks

名詞
可數；複數: shocks",,impact; outrage; stun; floor,,,,,,,,
,,,L2,B1,,shoot,/ˋʃɑp͵kipɚ/,(v./n.) 射擊；拍攝,The director decided to shoot the final scene at sunset.,導演決定在日落時分拍攝最後一場戲。,He can easily adopt an elegant pose for a camera shoot.,她可以輕易地為攝影擺出優雅的姿勢。,,,,,,,112,詞彙題,Question 2,v./n.,"動詞
過去式: shot
過去分詞: shot
現在分詞: shooting
第三人稱: shoots

名詞
可數；複數: shoots",shoot out 射出,snap; charge; dash; take,,,,,,,,
,,,L2,B2,,shopkeeper,/ʃɔr/,(n.) 店主,The friendly shopkeeper always offers a small discount to his regular customers.,這位友善的店主總是給他的老顧客提供小折扣。,,,,,,,,,,,,n.,"名詞
可數；複數: shopkeepers",,,,,,,,,,
,,,L2,B1,,shore,/ʃɑt/,(n.) 岸；濱,"We walked along the sandy shore, collecting seashells and driftwood.",我們沿著沙岸散步，撿拾著海螺和浮木。,,,,,,,,,,,,n.,"名詞
可數；複數: shores",,land,,short; store; share,,,,,,
,,,L2,B2,,shot,/ʃʌt/,(n.) 射擊；注射；照片,The doctor gave me a flu shot to protect against illness this winter.,醫生給我打了一針流感疫苗，以預防今年冬天生病。,"In the early days of the film industry, actors themselves shot acrobatic acts and dangerous scenes, until they began to get injured.",在電影業早期，演員們會親自拍攝特技動作和危險場景，直到他們開始受傷。,,,,,,,111,文意選填,Passage for 21-30,n.,"名詞
可數；複數: shoots",,crack; stroke; scene; dig,,,,,,,,
,,,L2,A2,,shut,/ʃaɪ/,(v./adj.) 關上,Please shut the door quietly when you leave the room.,當你離開房間時，請輕輕關上門。,,,,,,,,,,,,v./adj.,"動詞
過去式: shut
過去分詞: shut
現在分詞: shutting
第三人稱: shuts

形容詞
比較級: shuter
最高級: shutest",,close; tight; exclude,open; admit; include,,,,,,,
,,,L2,B1,,shy,/ˋsaɪd͵wɔk/,(adj.) 害羞的,My little sister is very shy around strangers and new people.,我的小妹妹在陌生人和新朋友面前非常害羞。,,,,,,,,,,,,adj.,"形容詞
比較級: shier
最高級: shiest",,timid; wary,,,,,,,,
,,,L2,B1,,sidewalk,/ˋsaɪləns/,(n.) 人行道 (美式),Be careful not to trip on the uneven sidewalk near the park entrance.,小心不要在公園入口附近不平坦的人行道上絆倒。,,,,,,,,,,,,n.,"名詞
可數；複數: sidewalks",,,,,,,,,,
,,,L2,B1,,silence,/ˋsaɪlənt/,(n./v.) 寂靜；沉默,A profound silence filled the room after the surprising announcement.,在那個令人驚訝的公告之後，一股深沉的寂靜瀰漫在房間裡。,Silence in some way is as expressive as speech.,在某種程度上，沉默和言語一樣富有表現力。,,,,,,,108,詞彙題,Question 7,n./v.,"動詞
過去式: silenced
過去分詞: silenced
現在分詞: silencing
第三人稱: silences

名詞
可數；複數: silences",,hush; quiet; still,sound,,,,,,,
,,,L2,B1,,silent,/ˋsɪlɪ/,(adj.) 寂靜的；沉默的,The audience remained silent throughout the emotional performance.,在整個感人的演出中，觀眾始終保持沉默。,"However, after the devastating fire that damaged the cathedral in 2019, the bells fell silent.",然而，在2019年大火嚴重損毀大教堂之後，鐘聲沉寂了。,,,,,,,114,文意選填,Passage for Q21-30,adj.,"形容詞
比較級: silenter
最高級: silentest",,implicit; mute; quiet; dumb,,,,,,,,
,,,L2,B1,,silly,/ˋsɪlvɚ/,(adj.) 傻的；糊塗的,"Don't be silly; it's just a small spider, not a monster!",別傻了；那只是一隻小蜘蛛，不是怪物！,,,,,,,,,,,,adj.,"形容詞
比較級: sillier
最高級: silliest",,pathetic; foolish; fool; ridiculous,,,,,,,,
,,,L2,A2,,silver,/ˋsɪməlɚ/,(n./adj.) 銀；銀器,My grandmother has a collection of antique silver tea sets.,我的祖母收藏了許多古董銀茶具。,,,,,,,,,,,,n./adj.,"名詞
可數；複數: silvers

形容詞
比較級: silverer
最高級: silverest",,articulate; eloquent; bright; fluent,,,,,,,,
,,,L2,B1,,similar,/ˋsɪmplɪ/,(adj.) 相似的；類似的,"Our new dog has a similar temperament to our old one, very calm.",我們的新狗和舊狗脾氣相似，都非常溫順。,"Though no hoops were used, the movements of the ritual dances looked very similar to those in hooping.",儘管沒有使用任何圈環，但這些儀式性舞蹈的動作與玩圈環的動作非常相似。,,,,,,,112,閱讀測驗-文本,Passage for 35-38,adj.,"形容詞
比較級: more similar
最高級: most similar",,like; alike; correspondent; twin,different,,,,,,,
,,,L2,B2,,simply,/ˋsɪŋg!/,(adv.) 僅僅；簡單地,I simply forgot to send the email; there's no other reason.,我只是單純忘記寄那封郵件了；沒有其他原因。,"The blood-type craze, considered simply harmless fun by some Japanese, may manifest itself as prejudice and discrimination.",血型狂熱，被一些日本人視為無傷大雅的樂趣，但可能會表現為偏見和歧視。,,,,,,,105,閱讀測驗-文本,Passage for Questions 41-44,adv.,,,just; only; but,,,,-ly¹ (adv.) (in a … way (以…方式)),,,,
,,,L2,A2,,single,/ˋskɪl/,(adj./n./v.) 單一的；單身的,Not a single person showed up for the meeting yesterday.,昨天會議上沒有一個人出現。,"Throughout the process of questioning, all the signals are recorded on a single strip of moving paper.",在整個提問過程中，所有信號都會記錄在一條移動的紙帶上。,,,,,,,105,綜合測驗,Passage for Questions 21-25,adj./n./v.,"動詞
過去式: singled
過去分詞: singled
現在分詞: singling
第三人稱: singles

名詞
可數；複數: singles

形容詞
比較級: singler
最高級: singlest",,individual; separate; exclusive; unity,double; married,,,,,,,
,,,L2,B1,,skill,/skɪld/,(n.) 技巧；技能,"Learning a new language takes time and effort, but it's a valuable skill.",學習新語言需要時間和精力，但這是一項寶貴的技能。,Her incredible story and superior swimming skills won her the opportunity to participate in the Olympic Games.,她不可思議的故事和卓越的游泳技能為她贏得了參加奧運會的機會。,,,,,,,111,混合題-文本,Passage for 47-49 (Mixed Questions),n.,"名詞
可數；複數: skills",,acquisition; science,,,,,,,,
,,,L2,B2,,skilled,/skɪn/,(adj.) 有技巧的；熟練的,He's a skilled painter who can create amazing portraits with just a few strokes.,他是一位技藝高超的畫家，只需幾筆就能畫出令人驚豔的肖像。,"Skilled at drawing, he soon made a name for himself making illustrations for novels, sheet music, magazines, and children's books.",他擅長繪畫，很快就因替小說、樂譜、雜誌和兒童讀物繪製插畫而聲名鵲起。,,,,,,,106,閱讀測驗-文本,Passage for Q49-52,adj.,"形容詞
比較級: more skilled
最高級: most skilled",,delicate; mean; good; cool,,,,,,,,
,,,L2,B1,,skin,/ˋslipɪ/,(n.) 皮膚；外皮,Always remember to wear sunscreen to protect your skin from the sun.,永遠記得擦防曬乳來保護你的皮膚免受陽光傷害。,The electrical shock burned almost half of his body and melted layers of his skin off.,電擊燒傷了他身體近一半的面積，並融化了他好幾層皮膚。,,,,,,,113,閱讀測驗-文本,Passage for 43-46,n.,"名詞
可數；複數: skins",,scramble; struggle; scrape; hide,,,,,,,,
,,,L2,B1,,sleepy,/slaɪd/,(adj.) 想睡的；睏的,"After staying up late studying, I felt really sleepy during class today.",昨晚熬夜讀書後，我今天上課時感覺非常睏。,,,,,,,,,,,,adj.,"形容詞
比較級: sleepier
最高級: sleepiest",,,,,,,,,,
,,,L2,B2,,slide,/slɪp/,(n./v.) 滑梯；幻燈片,The children laughed joyfully as they went down the big slide in the park.,孩子們在公園的大滑梯上滑下來時，開心地笑了。,,,,,,,,,,,,n./v.,"動詞
過去式: slid
過去分詞: slid
現在分詞: sliding
第三人稱: slides

名詞
可數；複數: slides",,slip; glide,,,,,,,,
高中,龍騰-B4-U5,,L2,B1,,slip,/ˋslɪpɚ/ ; /ˋslɪpɚz/,(v./n.) 滑倒；悄悄塞進,"Be careful on the wet floor, or you might slip and fall.",濕滑的地板要小心，否則你可能會滑倒。,,,,,,,,,,,,v./n.,"動詞
過去式: slipped
過去分詞: slipped
現在分詞: slipping
第三人稱: slips

名詞
可數；複數: slips",,shift; case; sneak; trip,,,,,,,,rrZEIVIO_Ks
,,,L2,,,slipper(s),/smuð/,(n.) 拖鞋,I always change into my comfy slippers as soon as I get home.,我一回到家就會立刻換上我舒適的拖鞋。,,,,,,,,,,,,n.,,,,,,,,,,,
高中,龍騰-B3-U6,,L2,B1,,smooth,/snæk/,(adj./v.) 平滑的；順利的,The carpenter made sure the wooden table-top was perfectly smooth.,木匠確保木製桌面非常光滑。,"Normally, the birds enjoy a smooth flight together as a group when “commuting"" between two locations, such as from their nesting site to their feeding ground.",通常，當鳥群在兩個地點之間「通勤」時，例如從築巢地到覓食地，牠們能協同群飛，飛行順暢。,,,,,,,113,混合題-文本,Mixed Questions Passage for 47-50,adj./v.,"動詞
過去式: smoothed
過去分詞: smoothed
現在分詞: smoothing
第三人稱: smooths

形容詞
比較級: smoother
最高級: smoothest",,easy; fast; fluent; diplomatic,rough,,,,,,,VHD6cxljXuY
,,,L2,A2,,snack,/snel/,(n./v.) 點心；零食,"My mom packed a healthy snack, like an apple, for me to eat at school.",我媽媽幫我準備了一份健康的點心，比如蘋果，讓我在學校吃。,"The fortune cookie was based on a Japanese snack, but Hagiwara sweetened the recipe to appeal to American tastes.",籤語餅是以一種日本點心為基礎，但萩原真將食譜改良得更甜，以迎合美國人的口味。,,,,,,,107,文意選填,Passage for Q31-40,n./v.,"動詞
過去式: snacked
過去分詞: snacked
現在分詞: snacking
第三人稱: snacks

名詞
可數；複數: snacks",,bite,,,,,,,,
,,,L2,,,snail,/snoɪ/,(n.) 蝸牛,"After the rain, I saw a tiny snail slowly making its way across the sidewalk.",雨後，我看到一隻小蝸牛慢慢地爬過人行道。,,,,,,,,,,,,n.,"名詞
可數；複數: snails",,,,,,,,,,
,,,L2,,,snowy,/sop/,(adj.) 下雪的；多雪的,We love going skiing during the snowy winter months in Hokkaido.,我們喜歡在北海道多雪的冬季月份去滑雪。,,,,,,,,,,,,adj.,"形容詞
比較級: snowier
最高級: snowiest",,white,,,,,,,,
,,,L2,A2,,soap,/ˋsɑkɚ/,(n./v.) 肥皂,Don't forget to wash your hands with soap and water before you eat.,吃飯前別忘了用肥皂和水洗手。,,,,,,,,,,,,n./v.,"動詞
過去式: soaped
過去分詞: soaped
現在分詞: soaping
第三人稱: soaps

名詞
可數；複數: soaps",,,,,,,,,,
,,,L2,A2,,soccer,/ˋsoʃəl/,(n.) 足球 (英式足球),My younger brother loves playing soccer with his friends every weekend.,我弟弟每個週末都喜歡和他的朋友踢足球。,,,,,,,,,,,,n.,"名詞
可數；複數: soccers",,,,,,,,,,
,,,L2,B1,,social,/səˋsaɪətɪ/,(adj.) 社會的；社交的,Humans are social animals; we need to interact with others to thrive.,人類是社會性動物；我們需要與他人互動才能茁壯成長。,None of them had any idea they were about to create a social innovation that would spread rapidly around the world.,他們誰也沒想到，自己即將創造出一項會迅速傳遍世界的社會創新。,,,,,,,114,綜合測驗,Passage for Q11-15,adj.,"形容詞
比較級: socialer
最高級: socialest",,friendly; sociable; cultural; ethnic,,,,-al¹ (adj.) (relating to (與…有關的)),,,,
,,,L2,B1,,society,/sɑk/ ; /sɑks/,(n.) 社會,Education plays a vital role in shaping the future of a society.,教育在塑造社會的未來中扮演著至關重要的角色。,"The invention of the steam engine, which was used to power heavy machines, brought about a revolutionary change in society.",蒸氣機的發明，用於為重型機器提供動力，給社會帶來了革命性的變化。,,,,,,,110,詞彙題,Question 6,n.,"名詞
可數；複數: societies",,order; club; company; lodge,,,,,,,,
,,,L2,A2,,sock(s),/ˋsodə/,(n.) 襪子,"My little brother always loses one sock in the laundry, so I have many single ones.",我弟弟總是在洗衣服時弄丟一隻襪子，所以我有很多單隻的。,"Modern flip-flops derive from Japanese zōris, which were often worn with socks dividing the big toe from the rest, and were typically made of rice straw.",現代夾腳拖源自日本的草屐，草屐通常與襪子搭配穿著，襪子會將大腳趾與其餘腳趾分開，而且通常由稻草製成。,,,,,,,109,閱讀測驗-文本,Passage for 41-44,n.,,,,,,,,,,,
,,,L2,,,soda,/sɔft/,(n.) 蘇打水；汽水,Drinking too much soda can be bad for your teeth and overall health.,喝太多汽水對你的牙齒和整體健康有害。,,,,,,,,,,,,n.,"名詞
可數；複數: sodas",,pop,,,,,,,,
,,,L2,A2,,soft,/sɔɪl/,(adj.) 軟的；柔和的,"The baby's blanket was incredibly soft, like a cloud.",寶寶的毯子非常柔軟，像雲朵一樣。,"Over the years, only the edible soft inner flesh has been used.",多年來，只有可食用的柔軟內層被利用。,,,,,,,110,閱讀測驗-文本,Passage for 41-44,adj.,"形容詞
比較級: softer
最高級: softest",,tender; delicate; light; dull,hard; loud; alcoholic,,,,,,,
,,,L2,B2,,soil,/səˋluʃən/,(n.) 土壤,Good soil is essential for plants to grow strong and healthy.,良好的土壤對於植物茁壯成長至關重要。,But he simply ignored them and kept working on the soil and planting trees there.,但他只是不理會他們，繼續改良土壤並在那裡種樹。,,,,,,,105,文意選填,Passage for Questions 31-40,n.,"名詞
可數；複數: soils",,dirty; ground; land; stain,clean,boil; coil; toil,,,,,,
高中,龍騰-B2-U2,,L2,B1,,solution,/sɑlv/,(n.) 解決方法；溶液,We need to find a creative solution to solve this complex problem.,我們需要找到一個有創意的解決方法來解決這個複雜的問題。,Unconventional solutions can also be explored.,非傳統的解決方案也可以被探索。,,,,,,,107,綜合測驗,Passage for Q16-20,n.,"名詞
可數；複數: solutions",,resolution; root; answer; result,,,,,,,,6CELCRx1QeU
高中,龍騰-B2-U2,,L2,B1,,solve,/ˋsʌm͵hwɑt/,(v.) 解決；解答,We need to solve this math problem before class ends.,我們需要在下課前解出這道數學題。,"To encourage classroom interaction, the teacher divided the class into groups and asked them to solve a problem together with their partners.",為了鼓勵課堂互動，老師將班級分組，並要求他們與同伴一起解決問題。,,,,,,,110,詞彙題,Question 7,v.,"動詞
過去式: solved
過去分詞: solved
現在分詞: solving
第三人稱: solves",,resolve; work; lick,,,,,,,,6CELCRx1QeU
高中,龍騰-B5-U4,,L2,C1,,somewhat,/sɔrt/,(adv.) 有點；稍微,I feel somewhat tired after studying all night.,熬夜讀書後，我感到有點疲憊。,Now research shows that plants have a somewhat similar problem.,現在研究顯示，植物也有類似的問題。,,,,,,,109,綜合測驗,Passage for 21-25,adv.,,,fairly,,,,,,,,Qr0VtC0Ro4Q
高中,龍騰-B4-U6,,L2,A2,,sort,/sol/,(n./v.) 種類；類型,What sort of music do you like?,你喜歡哪種音樂？,Tagging the photos with dates and keywords help you sort them easily in your file.,用日期和關鍵字標註照片，有助於你輕鬆地將檔案分類。,,,,,,,111,詞彙題,Question 5,n./v.,"動詞
過去式: sorted
過去分詞: sorted
現在分詞: sorting
第三人稱: sorts

名詞
可數；複數: sorts",,kind; form; variety; separate,,,,,,,,i8Njqa0AxGQ
,,,L2,A2,,soul,/ˋsaʊr/,(n.) 靈魂；心靈,He believes the soul continues to live after the body dies.,他相信在身體死亡後，靈魂會繼續存在。,,,,,,,,,,,,n.,"名詞
可數；複數: souls",,individual; mortal; human; person,,,,,,,,
,,,L2,B1,,sour,/sors/,(adj./n./v.) 酸的,The lemon juice was so sour it made my mouth pucker.,檸檬汁太酸了，酸得我嘴巴都皺起來了。,,,,,,,,,,,,adj./n./v.,"動詞
過去式: soured
過去分詞: soured
現在分詞: souring
第三人稱: sours

名詞
可數；複數: sours

形容詞
比較級: sourer
最高級: sourest",,sharp; dark; turn; moody,sweet,,,,,,,
,,,L2,B2,,source,/ˋsʌðɚn/,(n.) 來源；根源,The internet is a great source of information for students.,網路是學生獲取資訊的一個重要來源。,"Therefore, using the plant as a fuel source will not put pressure on food prices.",因此，將這種植物作為燃料來源不會對糧食價格造成壓力。,,,,,,,110,閱讀測驗-文本,Passage for 41-44,n.,"名詞
可數；複數: sources",,channel; reference; root; seed,,,,,,,,
,,,L2,B1,,southern,/ˋsɔɪbin/,(adj.) 南方的；南部的,Many people enjoy visiting the southern beaches during winter.,許多人喜歡在冬天造訪南方的海灘。,,,,,,,,,,,,adj.,"形容詞
比較級: more southern
最高級: most southern",,rebel; south; gray,northern,,,,,,,
,,,L2,,,soybean,/ˋspikɚ/,(n.) 大豆；黃豆,Tofu is made from soybeans and is a good source of protein.,豆腐是由黃豆製成的，是蛋白質的良好來源。,"The prickly pear has a number of advantages over other biofuel crops, such as wheat, sugarcane, and soybeans.",仙人掌比其他生質燃料作物，如小麥、甘蔗和大豆，具有許多優勢。,,,,,,,110,閱讀測驗-文本,Passage for 41-44,n.,"名詞
可數；複數: soybeans",,,,,,,,,,
,,,L2,A2,,speaker,/spitʃ/,(n.) 演講者；喇叭,The guest speaker gave an inspiring speech about climate change.,貴賓演講者發表了一場關於氣候變化的激勵人心的演講。,Researchers in Japan have installed on a train a speaker that barks like a dog and snorts like a deer in order to prevent collisions with animals on the tracks.,日本研究人員在火車上安裝了一個會發出狗叫聲和鹿鼻息聲的揚聲器，以防止火車與軌道上的動物發生碰撞。,,,,,,,109,閱讀測驗-文本,Passage for 53-56,n.,"名詞
可數；複數: speakers",,loudspeaker,,,,,,,,
,,,L2,B1,,speech,/spid/,(n.) 演講；言論,He practiced his speech many times before presenting it to the class.,在向全班發表之前，他將演講練習了很多次。,"Despite his busy schedule, the President graced the school's graduation ceremony with his presence and a heartwarming speech.",儘管行程繁忙，總統仍親臨學校畢業典禮並發表了溫馨的演說。,,,,,,,114,詞彙題,Question 9,n.,"名詞
可數；複數: speeches",,address; lecture; language; delivery,,,,,,,,
,,,L2,B1,,speed,/ˋspɛlɪŋ/,(n./v.) 速度,The car was traveling at a very high speed on the highway.,那輛車在高速公路上以非常快的速度行駛。,"Intersections will operate in a way that cars automatically adjust their speed to cross through, while maintaining safe distances from other vehicles.",交叉路口將以汽車自動調整速度以穿越的方式運作，同時與其他車輛保持安全距離。,,,,,,,114,閱讀測驗-文本,Passage for Q35-38,n./v.,"動詞
過去式: sped
過去分詞: sped
現在分詞: speeding
第三人稱: speeds

名詞
可數；複數: speeds",,rush; race; hurry; accelerate,slow; linger,,,,,,,
,,,L2,A2,,spelling,/ˋspaɪdɚ/,(n.) 拼字；拼法,Good spelling is important for clear communication in writing.,良好的拼寫對於書面溝通清晰很重要。,"When subjected to repeated pressurization high in the sky, the four corners on a square window may spell disaster.",當方形窗戶在高空反覆承受加壓時，它的四個角可能會釀成災難。,,,,,,,111,綜合測驗,Passage for 16-20,n.,"名詞
可數；複數: spells",,,,,,,,,,
,,,L2,B1,,spider,/ˋspɪrɪt/,(n.) 蜘蛛,"Some people are afraid of spiders, especially large ones.",有些人害怕蜘蛛，尤其是大型的。,,,,,,,,,,,,n.,"名詞
可數；複數: spiders",,,,,,,,,,
高中,龍騰-B2-U8,,L2,B2,,spirit,/spun/,(n.) 精神；心靈；烈酒,He faced the challenge with a brave spirit and never gave up.,他以勇敢的精神面對挑戰，從不放棄。,Which of the following sayings best captures the spirit of Jeanie Low's story?,下列哪句俗語最能捕捉 Jeanie Low 故事的精神？,,,,,,,105,閱讀測驗-問題,Question 48,n.,"名詞
可數；複數: spirits",,look; feeling; tone; life,,,,,,,,JE5q7v6oc1Y
,,,L2,A2,,spoon,/sport/,(n.) 湯匙,I need a spoon to eat my soup.,我需要一支湯匙來喝我的湯。,,,,,,,,,,,,n.,"名詞
可數；複數: spoons",,,,,,,,,,
,,,L2,A1,,sport,/spɑt/,(n./v.) 運動,Basketball is a popular sport in Taiwan.,籃球在台灣是一項受歡迎的運動。,Many suggest that most patients can continue with the sport they love.,許多人認為大多數患者可以繼續他們喜愛的運動。,,,,,,,113,篇章結構,Passage for 31-34,n./v.,"動詞
過去式: sported
過去分詞: sported
現在分詞: sporting
第三人稱: sports

名詞
可數；複數: sports",,play; boast; feature; fun,,,,,,,,
,,,L2,B1,,spot,/sprɛd/,(n./v.) 斑點；地點,I saw a small red spot on her cheek.,我看到她臉頰上有一小塊紅斑。,The prickly pear cactus is such a powerful symbol in Mexico that it occupies a prime spot on Mexico's national flag.,仙人掌是墨西哥的強力象徵，它甚至在墨西哥國旗上佔據了顯著的位置。,,,,,,,110,閱讀測驗-文本,Passage for 41-44,n./v.,"動詞
過去式: spotted
過去分詞: spotted
現在分詞: spotting
第三人稱: spots

名詞
可數；複數: spots",,point; touch; position; bit,,,,,,,,
,,,L2,B2,,spread,/stedʒ/,(v./n.) 展開；散佈；塗抹,The news of their engagement quickly spread throughout the school.,他們訂婚的消息很快傳遍了整個學校。,"Since then, capsule hotels have quickly spread to other cities and countries.",從那時起，膠囊旅館迅速擴展到其他城市和國家。,,,,,,,114,篇章結構,Passage for Q31-34,v./n.,"動詞
過去式: spread
過去分詞: spread
現在分詞: spreading
第三人稱: spreads

名詞
可數；複數: spreads",,open; gap; broadcast; distribute,fold; gather; collect,,,,,,,
,,,L2,A2,,stage,/stæmp/,(n./v.) 舞台；階段,The actors walked onto the stage to begin their performance.,演員們走上舞台開始他們的表演。,Performers usually play on a tall stage with lanterns and banners strung all around.,表演者通常會在高聳的舞臺上表演，舞臺周圍掛滿燈籠和旗幟。,,,,,,,111,篇章結構,Passage for 31-34,n./v.,"動詞
過去式: staged
過去分詞: staged
現在分詞: staging
第三人稱: stages

名詞
可數；複數: stages",,present; point; level; phase,,,,,,,,
,,,L2,A2,,stamp,/ˋstændɚd/,(n./v.) 郵票；印章,I need to buy a stamp for this letter.,我需要買一張郵票來寄這封信。,,,,,,,,,,,,n./v.,"動詞
過去式: stamped
過去分詞: stamped
現在分詞: stamping
第三人稱: stamps

名詞
可數；複數: stamps",,cast; impression; seal; stereotype,,,,,,,,
高中,龍騰-B2-U9,,L2,B2,,standard,/stet/ ; /ˋstetmənt/,(adj./n.) 標準的,The school has high academic standards for all its students.,這所學校對所有學生都有很高的學術標準。,"When evaluating a business, mystery shoppers have to follow certain standard procedures to avoid personal bias.",在評估企業時，神祕客必須遵循某些標準程序以避免個人偏見。,,,,,,,113,綜合測驗,Passage for 11-15,adj./n.,"名詞
可數；複數: standards

形容詞
比較級: more standard
最高級: most standard",,common; stock; definitive; basic,,,,,,,,6ZNQliC7Ccc
,,,L2,,,state(ment),/stek/,(v./(n.)) 陳述；說明,The witness clearly stated what she saw at the crime scene.,證人清楚地陳述了她在犯罪現場看到的一切。,"Roy Sullivan, a park ranger in the United States, was struck by lightning more recorded times than any other human being.",Roy Sullivan 是美國的一名公園管理員，被閃電擊中的次數比任何其他人類都多。,,,,,,,110,綜合測驗,Passage for 21-25,n.,,,,,,,,,,,
,,,L2,A2,,steak,/stil/,(n.) 牛排,My dad always orders a medium-rare steak when we go to a fancy restaurant.,當我們去高級餐廳時，我爸爸總是點一份三分熟的牛排。,,,,,,,,,,,,n.,"名詞
可數；複數: steaks",,,,,,,,,,
,,,L2,B2,,steel,/stɛp/,(n./v.) 鋼鐵,Modern skyscrapers are built with strong steel frames.,現代摩天大樓都是用堅固的鋼骨結構建造的。,"Probably the most widely used oil in cooking, olive oil is made by crushing olives with stone or steel blades to release the oil.",橄欖油可能是烹飪中最廣泛使用的油，它是透過用石頭或鋼刀壓碎橄欖來釋放油。,,,,,,,109,閱讀測驗-文本,Passage for 49-52,n./v.,"動詞
過去式: steeled
過去分詞: steeled
現在分詞: steeling
第三人稱: steels

名詞
可數；複數: steels",,brand; nerve; blade; sword,,,,,,,,
,,,L2,B1,,step,/stɪk/,(n./v.) 步；步驟；臺階,Learning to ride a bike is a big step for many children.,對許多孩子來說，學習騎自行車是邁出了一大步。,These methods range from a simple step like makeup to a drastic one like surgery.,這些方法從像化妝這樣簡單的步驟，到像手術這樣激烈的步驟都有。,,,,,,,109,文意選填,Passage for 31-40,n./v.,"動詞
過去式: stepped
過去分詞: stepped
現在分詞: stepping
第三人稱: steps

名詞
可數；複數: steps",,stride; pace; tone; stair,,,,,,,,
,,,L2,B1,,stick,/ˋstʌmək͵ek/,(v./n.) 黏貼；刺；堅持,"Please stick the notice on the bulletin board, so everyone can see it.",請把公告貼在佈告欄上，這樣大家都能看到。,Being vegan means I try to stick to plant food.,身為素食者，我會盡量堅持植物性食物。,,,,,,,112,混合題-文本,Chatroom Discussion C,v./n.,"動詞
過去式: stuck
過去分詞: stuck
現在分詞: sticking
第三人稱: stickes

名詞
可數；複數: sticks",,joint; sting; bind; stay,free,,,,,,,
,,,L2,A2,,stomachache,/ston/,(n.) 胃痛；肚子痛,"After eating too much cake, I got a terrible stomachache.",吃太多蛋糕後，我得了嚴重的胃痛。,,,,,,,,,,,,n.,"名詞
可數；複數: stomachaches",,,,,,,,,,
,,,L2,B1,,stone,/stɔrm/,(n./v.) 石頭,We skipped stones across the smooth surface of the lake.,我們把石頭丟過湖面，讓它們在水上跳躍。,"Probably the most widely used oil in cooking, olive oil is made by crushing olives with stone or steel blades to release the oil.",橄欖油可能是烹飪中最廣泛使用的油，它是透過用石頭或鋼刀壓碎橄欖來釋放油。,,,,,,,109,閱讀測驗-文本,Passage for 49-52,n./v.,"動詞
過去式: stoned
過去分詞: stoned
現在分詞: stoning
第三人稱: stones

名詞
可數；複數: stones",,pit; rock,,,,,,,,
,,,L2,A2,,storm,/ˋstrendʒɚ/,(n./v.) 暴風雨,A sudden storm forced us to cancel our outdoor picnic.,一場突如其來的暴風雨迫使我們取消了戶外野餐。,A storm cloud “chased” him until he was struck.,一片暴風雲「追」著他，直到他被擊中。,,,,,,,110,綜合測驗,Passage for 21-25,n./v.,"動詞
過去式: stormed
過去分詞: stormed
現在分詞: storming
第三人稱: storms

名詞
可數；複數: storms",,rage; force; surprise,,form; dorm; worm,,,,,,
,,,L2,B1,,stranger,/ˋstrɔbɛrɪ/,(n.) 陌生人,My parents always taught me not to talk to strangers.,我的父母總是教導我不要和陌生人說話。,,,,,,,,,,,,n.,,,alien,,,,,,,,
,,,L2,B1,,strawberry,/strim/,(n.) 草莓,Fresh strawberries with cream are a delicious summer dessert.,新鮮草莓加奶油是一種美味的夏季甜點。,,,,,,,,,,,,n.,"名詞
可數；複數: strawberries",,,,,,,,,,
高中,龍騰-B5-U3,,L2,B1,,stream,/strɛs/,(n./v.) 溪流,A small stream runs through the forest behind our house.,一條小溪流經我們房子後面的森林。,,,,,,,,,,,,n./v.,"動詞
過去式: streamed
過去分詞: streamed
現在分詞: streaming
第三人稱: streams

名詞
可數；複數: streams",,flow; swarm; pour; current,,,,,,,,Ag_-HKLxzfk
